DB00277	DB00867
DB01255	DB06808
DB00956	DB01238
DB00268	DB00323
DB00367	DB01232
DB00839	DB01016
DB00956	DB04953
DB00898	DB01223
DB04861	DB04871
DB00026	DB00051
DB00241	DB01427
DB01168	DB01239
DB01018	DB09282
DB00697	DB01007
DB01024	DB01604
DB01278	DB06153
DB00470	DB00540
DB00899	DB01203
DB00559	DB00921
DB01009	DB09214
DB00563	DB01607
DB00722	DB01590
DB00541	DB06643
DB00539	DB01263
DB00177	DB01353
DB00564	DB00813
DB00237	DB00898
DB01268	DB01307
DB06605	DB06754
DB00474	DB01201
DB00307	DB01223
DB00031	DB06754
DB00280	DB09118
DB00358	DB00834
DB00387	DB09076
DB06145	DB08933
DB00418	DB01021
DB00215	DB00338
DB00864	DB03880
DB00186	DB01018
DB08906	DB09067
DB00424	DB06148
DB00872	DB08918
DB00367	DB01319
DB00468	DB00501
DB00935	DB00945
DB00108	DB01041
DB00765	DB00904
DB00679	DB01242
DB00208	DB00266
DB01211	DB09074
DB01264	DB08903
DB00904	DB01579
DB06237	DB08820
DB06702	DB09118
DB01118	DB06589
DB00615	DB00977
DB04868	DB06684
DB00182	DB00899
DB00427	DB09271
DB01181	DB09280
DB00794	DB00966
DB00563	DB04905
DB00661	DB09074
DB00199	DB00468
DB00607	DB00622
DB00884	DB00893
DB01036	DB04924
DB00220	DB00969
DB00695	DB01192
DB00373	DB00457
DB06273	DB09039
DB00765	DB00854
DB00542	DB08907
DB00215	DB01591
DB00007	DB04868
DB00029	DB08816
DB00839	DB01208
DB00387	DB01624
DB00673	DB01182
DB06791	DB08914
DB01164	DB04825
DB00480	DB09107
DB00783	DB01354
DB01201	DB04835
DB00136	DB01323
DB00470	DB00484
DB00857	DB00956
DB01576	DB09042
DB00903	DB09220
DB00091	DB06717
DB00476	DB09477
DB06237	DB09036
DB06168	DB06688
DB06216	DB08882
DB00374	DB08887
DB01167	DB08816
DB00765	DB01018
DB00458	DB00601
DB00588	DB00723
DB00924	DB04884
DB00331	DB00418
DB00021	DB00420
DB00108	DB08935
DB00220	DB01020
DB00844	DB00898
DB00823	DB09280
DB01577	DB09080
DB00470	DB00673
DB00181	DB05246
DB00717	DB01418
DB06413	DB08820
DB00040	DB06702
DB00586	DB00686
DB00252	DB08865
DB00865	DB01403
DB00932	DB01323
DB00072	DB06674
DB01017	DB09267
DB00193	DB01239
DB00648	DB01621
DB00176	DB01551
DB00270	DB00732
DB01114	DB06204
DB00368	DB00486
DB00557	DB06201
DB00270	DB06207
DB00443	DB00648
DB00415	DB01082
DB00474	DB01158
DB01418	DB01605
DB00387	DB01142
DB00224	DB09063
DB00220	DB09074
DB01225	DB04839
DB01551	DB09211
DB00214	DB00454
DB00063	DB01398
DB01172	DB01416
DB01244	DB01319
DB00214	DB01354
DB00250	DB00482
DB01609	DB06287
DB00898	DB00934
DB01174	DB08815
DB00186	DB00540
DB04574	DB06404
DB00734	DB01210
DB00208	DB00559
DB00237	DB00612
DB00860	DB01320
DB00820	DB00883
DB01211	DB09079
DB01577	DB06799
DB00564	DB09102
DB00967	DB01403
DB01203	DB01274
DB00222	DB09128
DB00897	DB09034
DB01024	DB01603
DB00605	DB00700
DB01600	DB06813
DB00199	DB00864
DB00648	DB09123
DB01392	DB04861
DB00387	DB01278
DB00872	DB04845
DB00384	DB00678
DB00798	DB01150
DB00706	DB09036
DB01167	DB09166
DB00543	DB01392
DB01340	DB06287
DB00761	DB09026
DB00215	DB01021
DB00653	DB08910
DB01232	DB08870
DB01100	DB01253
DB00679	DB00932
DB09290	DB11315
DB00898	DB01104
DB01239	DB01576
DB08873	DB09227
DB00500	DB00642
DB00559	DB00956
DB00563	DB00749
DB00401	DB00422
DB00363	DB01068
DB00503	DB00916
DB00421	DB01353
DB00484	DB00494
DB00476	DB00543
DB00331	DB06719
DB08865	DB09048
DB00373	DB09282
DB00908	DB06637
DB00211	DB09042
DB00570	DB09073
DB06218	DB06791
DB00404	DB08820
DB00945	DB01124
DB00312	DB09117
DB00363	DB01558
DB00673	DB01218
DB01590	DB06636
DB00337	DB10829
DB00494	DB00780
DB00246	DB01175
DB00246	DB09034
DB00420	DB06684
DB01618	DB06700
DB00363	DB00387
DB02703	DB04839
DB01067	DB01211
DB00872	DB00908
DB08918	DB11249
DB01403	DB09039
DB00098	DB01097
DB00621	DB00860
DB06287	DB09477
DB01059	DB06723
DB00126	DB00304
DB00091	DB01015
DB00310	DB00422
DB00382	DB01075
DB00446	DB00582
DB00519	DB00945
DB00765	DB05246
DB00277	DB00834
DB00367	DB09280
DB00215	DB01242
DB00334	DB01233
DB01323	DB08912
DB01234	DB09054
DB01579	DB06808
DB00281	DB08912
DB00706	DB08820
DB00266	DB00686
DB00472	DB05812
DB00206	DB00344
DB00904	DB04871
DB00850	DB01242
DB00269	DB09119
DB04825	DB11126
DB01254	DB09030
DB00864	DB01008
DB00557	DB01351
DB00215	DB00252
DB01232	DB06287
DB00425	DB00708
DB01242	DB01560
DB00176	DB00540
DB00021	DB01069
DB00280	DB01251
DB00282	DB01609
DB00694	DB01229
DB00780	DB00796
DB00635	DB01167
DB00563	DB00861
DB01169	DB08882
DB04908	DB06290
DB01118	DB01609
DB01026	DB08820
DB01037	DB01038
DB00277	DB00842
DB00734	DB00934
DB00643	DB01320
DB00465	DB00994
DB00521	DB01118
DB00166	DB01120
DB00203	DB09063
DB00073	DB00903
DB00814	DB03615
DB00959	DB01377
DB00252	DB00590
DB00252	DB06702
DB00407	DB01029
DB00765	DB01189
DB00136	DB09036
DB00961	DB01365
DB00252	DB00333
DB00474	DB01359
DB00802	DB00999
DB01069	DB09272
DB00014	DB01267
DB00181	DB00455
DB00021	DB06282
DB00310	DB00539
DB00564	DB09073
DB01176	DB09076
DB06605	DB09070
DB00661	DB01238
DB06271	DB09539
DB00072	DB00642
DB01264	DB10532
DB00955	DB01337
DB00607	DB01017
DB00912	DB04839
DB00206	DB00997
DB00864	DB08873
DB05246	DB09034
DB00371	DB01173
DB01045	DB01118
DB00741	DB09280
DB01319	DB08827
DB00136	DB08933
DB00176	DB09291
DB00656	DB00734
DB00193	DB09034
DB00731	DB00834
DB00073	DB00692
DB00687	DB01339
DB00268	DB01173
DB00220	DB00603
DB00776	DB08930
DB00601	DB00610
DB00477	DB00486
DB00498	DB06695
DB00976	DB04845
DB00414	DB01016
DB00957	DB09057
DB08879	DB09302
DB00877	DB06203
DB00366	DB00780
DB00625	DB00715
DB00458	DB00623
DB00648	DB01198
DB00363	DB01594
DB00641	DB03880
DB00752	DB01104
DB00104	DB00834
DB05521	DB08895
DB01367	DB04844
DB00040	DB00366
DB00621	DB01016
DB00409	DB00669
DB00484	DB00742
DB00519	DB01119
DB00557	DB01151
DB00834	DB01026
DB01215	DB06201
DB00250	DB06795
DB00613	DB08880
DB00264	DB09282
DB01142	DB08883
DB00586	DB00642
DB00736	DB08912
DB00843	DB01618
DB01095	DB01432
DB01407	DB01576
DB00238	DB00762
DB00232	DB00468
DB00887	DB00945
DB00065	DB01250
DB00806	DB01029
DB00042	DB06282
DB00653	DB01174
DB00489	DB00794
DB00250	DB06290
DB00697	DB09117
DB00035	DB00215
DB00625	DB06273
DB00731	DB00945
DB01036	DB01211
DB00700	DB09036
DB00484	DB04837
DB00202	DB00781
DB01609	DB06335
DB00541	DB04905
DB00333	DB05521
DB00717	DB00776
DB00498	DB08813
DB06589	DB09291
DB01623	DB06201
DB00159	DB06271
DB00881	DB11354
DB00199	DB01254
DB00806	DB08816
DB00450	DB00674
DB00280	DB00373
DB08914	DB09128
DB00381	DB00697
DB00955	DB09060
DB00041	DB01235
DB00752	DB01239
DB01307	DB09009
DB00073	DB00401
DB01023	DB01323
DB00180	DB00377
DB00248	DB00388
DB00210	DB00460
DB00794	DB04908
DB00108	DB08879
DB00397	DB00865
DB00468	DB01223
DB00748	DB01560
DB01072	DB06218
DB00852	DB01365
DB00269	DB06779
DB00309	DB06636
DB01359	DB08935
DB00261	DB01296
DB00285	DB00734
DB00843	DB01224
DB00490	DB00752
DB00682	DB01182
DB00013	DB00233
DB01097	DB01248
DB00013	DB00063
DB00427	DB01403
DB00932	DB00945
DB00559	DB00872
DB01148	DB06148
DB00498	DB01397
DB04855	DB08916
DB00673	DB01229
DB00252	DB08934
DB00559	DB00717
DB00622	DB00728
DB00747	DB00972
DB00081	DB08976
DB00316	DB00381
DB00564	DB00962
DB09042	DB09289
DB00864	DB08904
DB01236	DB06204
DB00181	DB00771
DB00938	DB01264
DB00418	DB00999
DB00956	DB01267
DB01238	DB08873
DB00690	DB01017
DB00178	DB01353
DB00844	DB08883
DB00321	DB00712
DB01591	DB09073
DB00163	DB00712
DB01162	DB01244
DB00813	DB01263
DB00831	DB04839
DB00091	DB08870
DB00521	DB00708
DB00715	DB00933
DB00268	DB01589
DB00780	DB00887
DB00176	DB00780
DB00311	DB01043
DB01577	DB01620
DB00006	DB00945
DB00285	DB00780
DB00457	DB00734
DB01656	DB09073
DB00474	DB04920
DB00031	DB00285
DB00946	DB01609
DB00610	DB09009
DB00370	DB00748
DB00657	DB05245
DB00728	DB00994
DB00083	DB00458
DB00461	DB01014
DB00907	DB04946
DB00573	DB00682
DB00559	DB09401
DB00601	DB00745
DB00762	DB01045
DB00847	DB01377
DB00418	DB00492
DB00363	DB00801
DB00955	DB01112
DB00300	DB00452
DB00041	DB00722
DB00932	DB08912
DB00508	DB01151
DB00021	DB00387
DB00422	DB00477
DB00598	DB00780
DB01024	DB08895
DB00675	DB08820
DB00205	DB00470
DB00421	DB00728
DB00359	DB00707
DB00831	DB01017
DB00951	DB06724
DB00605	DB00798
DB00661	DB01234
DB04817	DB05773
DB01021	DB01278
DB00956	DB08883
DB00035	DB06700
DB00231	DB00557
DB00241	DB04825
DB00865	DB05039
DB00387	DB00780
DB00930	DB01357
DB00041	DB00288
DB00381	DB00393
DB00414	DB00999
DB00752	DB08815
DB01118	DB06290
DB00014	DB01259
DB00196	DB00672
DB00301	DB00684
DB00420	DB08893
DB00433	DB09272
DB00202	DB00908
DB00603	DB01041
DB00231	DB01403
DB00421	DB00802
DB00802	DB09272
DB06688	DB06813
DB00559	DB04835
DB00864	DB01229
DB00503	DB00877
DB00461	DB01109
DB00042	DB00543
DB00294	DB04876
DB00308	DB08868
DB00193	DB09036
DB00268	DB00418
DB01118	DB08877
DB01197	DB06212
DB00490	DB08824
DB00252	DB00361
DB01026	DB09280
DB00682	DB01147
DB01120	DB02546
DB00269	DB01024
DB00537	DB06594
DB00163	DB06754
DB00648	DB08873
DB01193	DB03128
DB00163	DB08918
DB00569	DB00712
DB00363	DB09290
DB00823	DB04876
DB01082	DB01413
DB06704	DB09009
DB00014	DB01307
DB00765	DB01151
DB00263	DB08907
DB00121	DB01147
DB00312	DB00367
DB09220	DB09547
DB01150	DB01172
DB00041	DB00484
DB00393	DB09242
DB00720	DB01377
DB00850	DB04871
DB00187	DB00281
DB00418	DB00472
DB00214	DB00586
DB00806	DB00880
DB00844	DB01560
DB00178	DB01355
DB00191	DB00898
DB00607	DB00688
DB00393	DB09059
DB00731	DB04876
DB00333	DB00767
DB00083	DB01224
DB00188	DB00834
DB00477	DB08883
DB00206	DB09049
DB06589	DB09065
DB00136	DB01254
DB00307	DB01241
DB00314	DB00955
DB00031	DB01600
DB01203	DB08907
DB00334	DB00834
DB00182	DB00397
DB00457	DB09282
DB00215	DB08881
DB00030	DB00214
DB00450	DB00543
DB00612	DB06290
DB00949	DB09034
DB08820	DB09053
DB00864	DB01319
DB04839	DB06273
DB00086	DB00278
DB00349	DB09072
DB00196	DB00588
DB00254	DB00739
DB00559	DB08816
DB00623	DB00669
DB01211	DB09118
DB00047	DB01203
DB00341	DB09076
DB00199	DB09268
DB00697	DB09220
DB00375	DB00595
DB00293	DB11256
DB06643	DB09073
DB06589	DB06724
DB01030	DB01268
DB00248	DB00960
DB00747	DB05271
DB09273	DB11124
DB00458	DB00477
DB00346	DB01029
DB00974	DB06605
DB00540	DB09034
DB00484	DB01236
DB00035	DB00443
DB00176	DB04896
DB00535	DB00798
DB00752	DB09045
DB00304	DB01354
DB00370	DB00780
DB00104	DB00624
DB00368	DB00745
DB00956	DB09128
DB00715	DB01236
DB00065	DB00861
DB01206	DB01656
DB00266	DB01137
DB08826	DB11110
DB00615	DB00908
DB00559	DB01029
DB00854	DB00880
DB00022	DB00344
DB00710	DB01609
DB00865	DB01407
DB06271	DB06695
DB00834	DB00997
DB00700	DB01395
DB01174	DB04825
DB01560	DB06799
DB00872	DB01232
DB00503	DB01016
DB00468	DB06335
DB01030	DB08880
DB00454	DB00606
DB00350	DB01143
DB00041	DB01612
DB00327	DB00903
DB01577	DB06706
DB06695	DB09291
DB00909	DB06273
DB00652	DB00704
DB01167	DB06603
DB00252	DB00656
DB00618	DB00881
DB00747	DB01403
DB00278	DB06605
DB00752	DB01168
DB08822	DB09220
DB00857	DB01242
DB00401	DB01254
DB06290	DB06603
DB00967	DB05271
DB04876	DB08912
DB00215	DB00818
DB00165	DB00488
DB01255	DB01407
DB00484	DB06201
DB01440	DB01544
DB01151	DB01267
DB00476	DB01165
DB00630	DB00994
DB00957	DB01323
DB00460	DB00982
DB00554	DB01021
DB00613	DB01241
DB00813	DB09065
DB01172	DB09268
DB00224	DB06702
DB00420	DB00679
DB00312	DB00555
DB00564	DB09119
DB00831	DB06724
DB00865	DB01239
DB00397	DB06413
DB01254	DB08976
DB00503	DB04908
DB06605	DB06730
DB01072	DB01224
DB04272	DB06779
DB00260	DB00951
DB00484	DB00842
DB01296	DB04896
DB00277	DB00723
DB00489	DB06218
DB00327	DB01021
DB01018	DB01355
DB06603	DB09083
DB00653	DB01069
DB06717	DB08815
DB00752	DB09242
DB00180	DB00808
DB00208	DB01037
DB00398	DB00976
DB00862	DB00968
DB00248	DB00368
DB00974	DB09068
DB00921	DB06767
DB01074	DB01164
DB04572	DB08895
DB00181	DB00950
DB01118	DB05528
DB00839	DB06203
DB01609	DB06290
DB06335	DB08881
DB00072	DB01285
DB00312	DB01403
DB00295	DB00780
DB06290	DB06480
DB01208	DB11110
DB00684	DB00712
DB00543	DB06290
DB00346	DB01323
DB01018	DB09118
DB00366	DB00924
DB06605	DB09030
DB00907	DB04844
DB00363	DB00898
DB00683	DB00872
DB01045	DB06626
DB01590	DB08907
DB00030	DB01200
DB00398	DB00834
DB00972	DB01114
DB00669	DB00780
DB00398	DB01174
DB00337	DB00958
DB00420	DB06702
DB00361	DB08933
DB00621	DB09564
DB00976	DB08932
DB00465	DB00932
DB00243	DB09118
DB00715	DB01109
DB01323	DB09128
DB00502	DB01247
DB01045	DB01583
DB00864	DB10829
DB01201	DB09039
DB00489	DB08935
DB00031	DB00991
DB00213	DB00564
DB00850	DB04896
DB00852	DB01556
DB01026	DB08903
DB01656	DB08868
DB00270	DB00590
DB00542	DB01261
DB00949	DB08933
DB06663	DB08882
DB00400	DB00460
DB00477	DB01041
DB00182	DB00723
DB00054	DB01175
DB04884	DB04920
DB00246	DB00972
DB00384	DB00806
DB00773	DB01097
DB06808	DB09042
DB00243	DB01394
DB06589	DB08899
DB00195	DB00411
DB00484	DB00678
DB00338	DB08931
DB00323	DB09072
DB00411	DB01136
DB00211	DB01200
DB00623	DB08883
DB00833	DB01418
DB00798	DB01133
DB01021	DB01409
DB00422	DB00458
DB00390	DB05294
DB00564	DB00819
DB00682	DB01353
DB00776	DB08883
DB00350	DB09242
DB00035	DB00295
DB01067	DB01203
DB00748	DB09072
DB00479	DB00554
DB00673	DB08933
DB00648	DB01656
DB00945	DB01207
DB00177	DB08813
DB00104	DB06589
DB00486	DB01558
DB00775	DB01398
DB01247	DB06764
DB00397	DB11124
DB00307	DB08895
DB00310	DB00497
DB01201	DB08934
DB00834	DB04845
DB01319	DB09128
DB01215	DB01403
DB00334	DB01171
DB00310	DB01309
DB00413	DB00921
DB00360	DB00862
DB00601	DB06701
DB00475	DB01021
DB00816	DB01274
DB00648	DB00932
DB00578	DB00684
DB00396	DB00648
DB01182	DB01232
DB00332	DB06711
DB00668	DB00780
DB00934	DB09117
DB00972	DB01621
DB00359	DB00834
DB00420	DB09076
DB00458	DB09271
DB01167	DB08815
DB06779	DB09123
DB00640	DB00651
DB00472	DB04861
DB00669	DB01267
DB00776	DB09123
DB00633	DB00780
DB00484	DB00708
DB00243	DB09291
DB00679	DB06702
DB00759	DB01603
DB00850	DB01037
DB00796	DB04884
DB00480	DB04574
DB00215	DB00434
DB00586	DB00919
DB00321	DB00500
DB00370	DB01254
DB01320	DB09074
DB00196	DB01067
DB00613	DB01095
DB00451	DB00893
DB00368	DB00422
DB01063	DB04896
DB01589	DB08900
DB01192	DB09290
DB00344	DB00672
DB00465	DB00479
DB01238	DB08933
DB01063	DB09042
DB00177	DB00476
DB00363	DB00382
DB00540	DB01353
DB00624	DB09043
DB01011	DB01238
DB00252	DB01268
DB00496	DB09271
DB00889	DB01200
DB00630	DB06724
DB01068	DB02703
DB00468	DB06589
DB00569	DB01398
DB01200	DB09128
DB01115	DB01354
DB00363	DB00972
DB00748	DB00761
DB00673	DB00773
DB00409	DB01175
DB01041	DB01236
DB00244	DB00736
DB00563	DB00948
DB00400	DB00794
DB00715	DB01261
DB00176	DB01367
DB06204	DB08815
DB05521	DB09027
DB00813	DB00903
DB00958	DB01656
DB00975	DB09027
DB00409	DB01253
DB00422	DB01224
DB00182	DB01407
DB00321	DB00482
DB00407	DB09125
DB00318	DB09271
DB00728	DB01190
DB00503	DB01306
DB00196	DB00238
DB00829	DB01392
DB01656	DB08910
DB00420	DB01278
DB00246	DB00696
DB00682	DB09256
DB00186	DB08883
DB00434	DB00895
DB01294	DB08794
DB00252	DB00317
DB06724	DB08826
DB00564	DB09074
DB00615	DB01174
DB00181	DB00413
DB00310	DB09083
DB00367	DB06273
DB00549	DB00613
DB00252	DB06684
DB00679	DB00953
DB00697	DB00765
DB00266	DB04911
DB00381	DB01143
DB00317	DB01129
DB05278	DB08914
DB00515	DB01082
DB00285	DB01178
DB00035	DB00991
DB00972	DB04946
DB00182	DB01403
DB00474	DB01427
DB00166	DB00284
DB00073	DB00524
DB00041	DB00418
DB00932	DB04946
DB00014	DB00691
DB00537	DB01320
DB00582	DB00900
DB00938	DB08933
DB00204	DB04946
DB00273	DB00653
DB06789	DB08867
DB00248	DB00935
DB00863	DB01273
DB00559	DB00897
DB00956	DB06700
DB00193	DB00695
DB00573	DB00707
DB01377	DB01416
DB00476	DB00806
DB00492	DB00877
DB00976	DB01238
DB00630	DB00736
DB00544	DB00864
DB00945	DB01015
DB01100	DB01142
DB00363	DB01215
DB01175	DB01225
DB00829	DB01254
DB01208	DB09547
DB00021	DB00768
DB00203	DB01264
DB00213	DB08931
DB00542	DB09026
DB00767	DB04896
DB01268	DB09118
DB00672	DB00783
DB00541	DB00675
DB00241	DB00830
DB00613	DB00897
DB01120	DB08907
DB00798	DB01416
DB01026	DB08439
DB01197	DB09292
DB00220	DB00635
DB00199	DB00661
DB00524	DB01353
DB00438	DB00919
DB00108	DB00531
DB00054	DB04272
DB01215	DB09034
DB00220	DB05773
DB08896	DB09036
DB00448	DB08912
DB00435	DB01174
DB00731	DB00780
DB00108	DB01257
DB00402	DB00648
DB00331	DB00703
DB00687	DB00957
DB00443	DB00732
DB00388	DB00745
DB01104	DB01403
DB00692	DB01054
DB00860	DB06717
DB00349	DB00651
DB00346	DB00976
DB00872	DB08912
DB00368	DB06262
DB00691	DB01021
DB00014	DB00263
DB00376	DB01409
DB01097	DB06273
DB00030	DB01309
DB00196	DB09063
DB08873	DB08896
DB00661	DB00692
DB00379	DB01242
DB00182	DB00907
DB01221	DB02703
DB00334	DB00557
DB00497	DB00648
DB00582	DB01182
DB00361	DB09118
DB00862	DB04920
DB09072	DB09300
DB06480	DB08820
DB00351	DB06779
DB00903	DB03615
DB00407	DB00761
DB00712	DB00806
DB00514	DB01614
DB06688	DB08910
DB00266	DB04839
DB00333	DB01463
DB00472	DB09083
DB00316	DB01064
DB00301	DB01172
DB00047	DB01224
DB01264	DB06237
DB00199	DB00615
DB00780	DB00899
DB00420	DB01264
DB00178	DB11354
DB00717	DB06206
DB01211	DB08439
DB00204	DB00872
DB00865	DB08912
DB00081	DB09068
DB01241	DB04938
DB00834	DB01068
DB00382	DB00450
DB00918	DB01100
DB00537	DB01273
DB00215	DB01323
DB00932	DB09030
DB00425	DB00494
DB00476	DB00889
DB00454	DB01171
DB00559	DB06290
DB04876	DB09564
DB00720	DB06724
DB00237	DB01359
DB00641	DB09118
DB00912	DB09036
DB01098	DB09272
DB01263	DB06414
DB09102	DB09119
DB00425	DB00872
DB00368	DB00723
DB01221	DB01254
DB00972	DB09272
DB00182	DB00561
DB00268	DB00557
DB00956	DB01151
DB00266	DB00564
DB01063	DB01577
DB00559	DB01198
DB00230	DB05271
DB05294	DB06695
DB00214	DB00312
DB00282	DB01172
DB00215	DB01236
DB00625	DB01181
DB00344	DB01017
DB01158	DB01359
DB06695	DB08865
DB00384	DB00881
DB00433	DB01577
DB00964	DB01235
DB01263	DB09071
DB00089	DB00687
DB00333	DB01046
DB09119	DB09123
DB00232	DB10675
DB03619	DB09068
DB01026	DB06695
DB01069	DB01264
DB00474	DB00695
DB00674	DB06684
DB00605	DB01418
DB06415	DB08895
DB00054	DB00285
DB00224	DB06636
DB00367	DB06480
DB01024	DB01097
DB01242	DB09220
DB00726	DB01354
DB00374	DB01241
DB00991	DB06695
DB00393	DB00625
DB01255	DB01403
DB00584	DB09242
DB01254	DB08895
DB01609	DB09039
DB00182	DB00985
DB01037	DB01589
DB00484	DB01081
DB01355	DB04861
DB08870	DB08895
DB00612	DB01115
DB00046	DB01169
DB00610	DB01288
DB00615	DB08895
DB00569	DB00749
DB00959	DB03793
DB00358	DB00608
DB00370	DB00502
DB00388	DB09082
DB00458	DB00715
DB00618	DB09275
DB01232	DB09030
DB01560	DB08824
DB01072	DB01182
DB00334	DB04924
DB00427	DB09290
DB00615	DB04841
DB00136	DB00390
DB00705	DB09034
DB01124	DB01306
DB00007	DB06402
DB00374	DB00682
DB00678	DB08912
DB08865	DB09128
DB00661	DB01351
DB00007	DB00489
DB01017	DB09034
DB00065	DB11095
DB00679	DB01233
DB00191	DB00470
DB00601	DB04844
DB00232	DB09083
DB00734	DB04871
DB00015	DB00285
DB00029	DB00215
DB00136	DB00687
DB00238	DB08912
DB00461	DB01395
DB00274	DB01032
DB00559	DB00612
DB01115	DB02703
DB00390	DB00994
DB00530	DB00863
DB01076	DB06589
DB01222	DB05521
DB01254	DB06335
DB01221	DB08912
DB01208	DB01600
DB01235	DB01359
DB00594	DB06212
DB00270	DB00806
DB04272	DB04896
DB00408	DB01175
DB08933	DB09073
DB00700	DB09125
DB00748	DB01403
DB01165	DB09083
DB01021	DB01288
DB01232	DB08893
DB00211	DB00397
DB00864	DB09082
DB00072	DB00762
DB06603	DB06643
DB00637	DB01128
DB00222	DB01398
DB00951	DB01235
DB00728	DB03615
DB01142	DB09076
DB01041	DB01202
DB00041	DB09220
DB00723	DB06706
DB00250	DB09401
DB00960	DB00989
DB00313	DB03880
DB00571	DB00908
DB00040	DB00363
DB00046	DB00999
DB00182	DB00366
DB08895	DB09113
DB00407	DB00594
DB00474	DB00542
DB01247	DB06701
DB00358	DB00872
DB00668	DB08815
DB00492	DB00806
DB00790	DB09282
DB01120	DB09547
DB00436	DB00899
DB00280	DB00661
DB00775	DB03619
DB00605	DB06779
DB00390	DB00573
DB00337	DB08880
DB00972	DB06282
DB00864	DB09054
DB00611	DB00808
DB00332	DB00387
DB00563	DB01053
DB01115	DB06273
DB00343	DB00945
DB00757	DB01071
DB00046	DB00524
DB00241	DB00435
DB00393	DB00559
DB00176	DB00476
DB00530	DB00582
DB00696	DB08933
DB01035	DB01182
DB01296	DB01600
DB01591	DB09036
DB01223	DB08880
DB00047	DB01067
DB00972	DB06201
DB01038	DB01579
DB01100	DB08933
DB00041	DB00401
DB00013	DB01418
DB00022	DB00608
DB00065	DB06826
DB00679	DB00989
DB00586	DB08794
DB00865	DB00907
DB01129	DB01238
DB00421	DB00565
DB00912	DB06203
DB01242	DB01353
DB01356	DB06684
DB00196	DB00897
DB00337	DB00531
DB00470	DB00661
DB00222	DB00446
DB00281	DB06273
DB00540	DB03880
DB00191	DB01178
DB00485	DB00595
DB00569	DB00682
DB00206	DB00320
DB00270	DB00325
DB00860	DB08873
DB06719	DB08882
DB00335	DB00961
DB00390	DB03880
DB00204	DB00934
DB00930	DB01039
DB00934	DB06144
DB00333	DB01168
DB00582	DB00864
DB00814	DB09214
DB00946	DB01175
DB01624	DB08899
DB01032	DB09269
DB01624	DB04924
DB00366	DB01192
DB00176	DB09053
DB00734	DB01267
DB00363	DB01262
DB00731	DB08880
DB01255	DB06144
DB00408	DB00764
DB00816	DB04861
DB00648	DB01591
DB08914	DB09547
DB00312	DB00977
DB00972	DB09072
DB04946	DB08914
DB01166	DB06695
DB01232	DB08827
DB00196	DB00635
DB00072	DB09033
DB01072	DB09048
DB00285	DB01207
DB01624	DB08873
DB00715	DB00991
DB00404	DB05521
DB04842	DB08918
DB00013	DB00554
DB00561	DB01556
DB00371	DB01083
DB00956	DB01174
DB00780	DB06808
DB01232	DB09075
DB09036	DB09054
DB00898	DB01551
DB00619	DB00813
DB00013	DB00201
DB00047	DB06788
DB00564	DB00956
DB00337	DB05679
DB00243	DB09036
DB00295	DB00455
DB01041	DB08883
DB00889	DB01049
DB01200	DB02703
DB01268	DB01323
DB00237	DB00393
DB00932	DB03880
DB00363	DB01169
DB06228	DB08899
DB05521	DB09262
DB00496	DB01278
DB06626	DB09065
DB00653	DB01074
DB01240	DB06779
DB00176	DB08918
DB00912	DB01167
DB01100	DB01254
DB00337	DB01280
DB00188	DB00215
DB00344	DB01353
DB01319	DB08931
DB00595	DB01432
DB00524	DB00687
DB00436	DB00708
DB00794	DB08873
DB00470	DB00844
DB00296	DB00537
DB00734	DB01409
DB00615	DB01224
DB00366	DB09117
DB00508	DB01255
DB00204	DB00224
DB00325	DB00476
DB00850	DB09065
DB00404	DB00425
DB00677	DB06290
DB00585	DB04868
DB00182	DB00332
DB00476	DB04839
DB00418	DB08883
DB00204	DB00726
DB01168	DB01267
DB00215	DB01109
DB00333	DB01048
DB01097	DB06168
DB00980	DB06204
DB01173	DB09128
DB00159	DB00957
DB00482	DB00684
DB04841	DB11126
DB00661	DB08935
DB01319	DB08912
DB00078	DB00975
DB06271	DB06441
DB01097	DB06643
DB01201	DB09101
DB01080	DB09072
DB08865	DB09054
DB00569	DB00991
DB00615	DB00682
DB00378	DB06228
DB00623	DB06724
DB00700	DB00761
DB00273	DB01195
DB00195	DB00280
DB00468	DB00598
DB01136	DB08935
DB00368	DB00852
DB00322	DB01016
DB00790	DB01029
DB01184	DB01247
DB00502	DB00648
DB00304	DB06290
DB00864	DB00970
DB00476	DB00808
DB01253	DB01624
DB06283	DB09072
DB01275	DB01392
DB00202	DB00899
DB00252	DB01319
DB00715	DB09564
DB01267	DB08882
DB00252	DB09102
DB00850	DB00952
DB00191	DB01377
DB00030	DB00877
DB00108	DB09547
DB01225	DB06605
DB00181	DB01075
DB00021	DB00344
DB00264	DB09291
DB01560	DB09294
DB06616	DB09291
DB00176	DB06708
DB00488	DB00540
DB00624	DB06335
DB08895	DB09083
DB01165	DB11354
DB00537	DB09268
DB00215	DB09063
DB01100	DB04871
DB00337	DB01590
DB00390	DB00554
DB00414	DB06791
DB00458	DB00780
DB01418	DB11249
DB00508	DB00953
DB00310	DB01114
DB00295	DB09072
DB00541	DB00932
DB01101	DB01136
DB00029	DB00991
DB00749	DB00919
DB06237	DB06290
DB00502	DB06273
DB00030	DB00443
DB00201	DB00555
DB00976	DB01222
DB00784	DB01207
DB00625	DB09102
DB00258	DB00468
