drug_code,drug_name,side_effect_code,side_effect_name
CID000003446,Gabapentin,C2242532,Reflux Laryngitis
CID000003446,Gabapentin,C1328358,Pedal Pulse Decreased
CID000003446,Gabapentin,C0151539,Blood Urea Increased
CID000003446,Gabapentin,C0086565,Hepatic Function Abnormal
CID000003446,Gabapentin,C0016506,Foot Deformity
CID000003446,Gabapentin,C0854358,Purulence
CID000003446,Gabapentin,C0151662,Gamma-Glutamyltransferase Increased
CID000003446,Gabapentin,C0740321,Catheterisation Cardiac
CID000003446,Gabapentin,C0740447,Diabetic Neuropathy
CID000003446,Gabapentin,C0241698,Vitamin B12 Increased
CID000003446,Gabapentin,C0730516,Colonoscopy
CID000003446,Gabapentin,C0151692,Impaired Healing
CID000003446,Gabapentin,C1610623,Biopsy Gingival
CID000003446,Gabapentin,C0235346,Gingival Erosion
CID000003446,Gabapentin,C0948713,Bone Erosion
CID000003446,Gabapentin,C0876999,Tumour Marker Increased
CID000003446,Gabapentin,C0085633,Mood Altered
CID000003446,Gabapentin,C0085632,Flat Affect
CID000003446,Gabapentin,C0040409,Tongue Disorder
CID000003446,Gabapentin,C0919636,Spinal Fusion Surgery
CID000003446,Gabapentin,C0020578,Hyperventilation
CID000003446,Gabapentin,C0524852,Orthopedic Procedure
CID000003446,Gabapentin,C1112320,Temperature Intolerance
CID000003446,Gabapentin,C0333313,Primary Sequestrum
CID000003446,Gabapentin,C0332563,Papule
CID000003446,Gabapentin,C1444077,Bone Abscess
CID000003446,Gabapentin,C0011570,Depression
CID000003446,Gabapentin,C0854075,Bence Jones Protein Urine
CID000003446,Gabapentin,C0221002,Hyperparathyroidism Primary
CID000003446,Gabapentin,C0476280,Musculoskeletal Chest Pain
CID000003446,Gabapentin,C0476281,Non-Cardiac Chest Pain
CID000003446,Gabapentin,C2363755,Acquired Protein S Deficiency
CID000003446,Gabapentin,C0233467,Inappropriate Affect
CID000003446,Gabapentin,C0851353,Blood And Lymphatic System Disorders
CID000003446,Gabapentin,C0851354,Ear And Labyrinth Disorders
CID000003446,Gabapentin,C0004991,Benign Colonic Neoplasm
CID000003446,Gabapentin,C0192817,Colon Operation
CID000003446,Gabapentin,C0000734,Abdominal Mass
CID000003446,Gabapentin,C0026205,Miosis
CID000003446,Gabapentin,C0162287,Abnormal Faeces
CID000003446,Gabapentin,C0010399,Crying
CID000003446,Gabapentin,C1964002,Leukoencephalopathy
CID000003446,Gabapentin,C0549249,Depressed Level Of Consciousness
CID000003446,Gabapentin,C0221269,Pseudo Lymphoma
CID000003446,Gabapentin,C0521839,Influenza Like Illness
CID000003446,Gabapentin,C1095952,Surgery
CID000003446,Gabapentin,C0522172,Feeling Drunk
CID000003446,Gabapentin,C0038325,Erythema Multiforme
CID000003446,Gabapentin,C0235996,Hepatic Enzyme
CID000003446,Gabapentin,C0042023,Pollakiuria
CID000003446,Gabapentin,C0853023,Blood Parathyroid Hormone Increased
CID000003446,Gabapentin,C0577559,Mass
CID000003446,Gabapentin,C0157697,Abscess Neck
CID000003446,Gabapentin,C0021843,Intestinal Obstruction
CID000003446,Gabapentin,C0853885,Blood Electrolytes Decreased
CID000003446,Gabapentin,C0587094,Breast Calcifications
CID000003446,Gabapentin,C1168225,Labyrinthitis
CID000003446,Gabapentin,C0153567,Uterine Cancer
CID000003446,Gabapentin,C0877048,Oral Fungal Infection
CID000003446,Gabapentin,C0022362,Jaw Disorder
CID000003446,Gabapentin,C0855637,Androgens Decreased
CID000003446,Gabapentin,C0264492,Chronic Respiratory Failure
CID000003446,Gabapentin,C0264490,Acute Respiratory Failure
CID000003446,Gabapentin,C0853777,Blood Albumin Decreased
CID000003446,Gabapentin,C0948525,Musculoskeletal Stiffness
CID000003446,Gabapentin,C1696153,Pitting Oedema
CID000003446,Gabapentin,C0398087,Carotid Artery Stent Insertion
CID000003446,Gabapentin,C0278827,Bladder Cancer Recurrent
CID000003446,Gabapentin,C0002393,Alveoloplasty
CID000003446,Gabapentin,C0206239,Cubital Tunnel Syndrome
CID000003446,Gabapentin,C1760428,Suicidal Behaviour
CID000003446,Gabapentin,C0410740,Finger Deformity
CID000003446,Gabapentin,C0948413,Medication Residue
CID000003446,Gabapentin,C0017178,Gastrointestinal Disorder
CID000003446,Gabapentin,C0151529,Bleeding Time Prolonged
CID000003446,Gabapentin,C0185221,Bone Debridement
CID000003446,Gabapentin,C0151785,Mucous Membrane Disorder
CID000003446,Gabapentin,C0151521,Overgrowth Bacterial
CID000003446,Gabapentin,C0029453,Osteopenia
CID000003446,Gabapentin,C0035085,Renal Infarct
CID000003446,Gabapentin,C0023380,Lethargy
CID000003446,Gabapentin,C0023066,Laryngospasm
CID000003446,Gabapentin,C0241060,Dermal Cyst
CID000003446,Gabapentin,C2242751,Social Phobia
CID000003446,Gabapentin,C1096294,Maxillofacial Operation
CID000003446,Gabapentin,C2225524,Breast Enlargement
CID000003446,Gabapentin,C0006079,Bowen'S Disease
CID000003446,Gabapentin,C1167981,Hypoaesthesia
CID000003446,Gabapentin,C0038587,Withdrawal Syndrome
CID000003446,Gabapentin,C0549622,Sexual Dysfunction
CID000003446,Gabapentin,C0407713,Jaw Operation
CID000003446,Gabapentin,C0854889,Mesothelioma Malignant Advanced
CID000003446,Gabapentin,C0872380,Food Craving
CID000003446,Gabapentin,C0408591,Intervertebral Disc Operation
CID000003446,Gabapentin,C0264879,Heart Valve Incompetence
CID000003446,Gabapentin,C0524861,Oral Surgery
CID000003446,Gabapentin,C0393761,Middle Insomnia
CID000003446,Gabapentin,C0027066,Myoclonus
CID000003446,Gabapentin,C1696943,Hypoaesthesia Facial
CID000003446,Gabapentin,C1167677,Infrequent Bowel Movements
CID000003446,Gabapentin,C2363731,Oropharyngeal Pain
CID000003446,Gabapentin,C0403265,Epididymal Cyst
CID000003446,Gabapentin,C0542525,Tongue Injury
CID000003446,Gabapentin,C0423791,Rash Maculo-Papular
CID000003446,Gabapentin,C0744321,Gastrointestinal Arteriovenous Malformation
CID000003446,Gabapentin,C1112597,Enzyme Abnormality
CID000003446,Gabapentin,C0007222,Cardiovascular Disorder
CID000003446,Gabapentin,C1535996,Drug Dose Omission
CID000003446,Gabapentin,C1535991,Cardiac Valve Abscess
CID000003446,Gabapentin,C1535993,Bone Marrow Oedema
CID000003446,Gabapentin,C0037822,Speech Disorder
CID000003446,Gabapentin,C0920129,Dental Prosthesis User
CID000003446,Gabapentin,C0009918,Joint Contracture
CID000003446,Gabapentin,C1455780,Aortic Valve Sclerosis
CID000003446,Gabapentin,C0343869,Anal Candidiasis
CID000003446,Gabapentin,C0749087,Subclavian Vein Thrombosis
CID000003446,Gabapentin,C0233632,Thinking Abnormal
CID000003446,Gabapentin,C0024305,Non-Hodgkin'S Lymphoma
CID000003446,Gabapentin,C0038661,Completed Suicide
CID000003446,Gabapentin,C0859253,Haemorrhage
CID000003446,Gabapentin,C1443060,Feeling Abnormal
CID000003446,Gabapentin,C0424091,Decreased Interest
CID000003446,Gabapentin,C1736148,Reticulocyte Count Increased
CID000003446,Gabapentin,C1869039,Dysthymic Disorder
CID000003446,Gabapentin,C0541881,Vision Blurred
CID000003446,Gabapentin,C0853880,Drug Specific Antibody Present
CID000003446,Gabapentin,C1141957,Disease Progression
CID000003446,Gabapentin,C0877225,Bone Density Decreased
CID000003446,Gabapentin,C0004936,Mental Disorder
CID000003446,Gabapentin,C0555971,Oral Infection
CID000003446,Gabapentin,C0020039,Hostility
CID000003446,Gabapentin,C1141885,Sclerosing Encapsulating Peritonitis
CID000003446,Gabapentin,C0152198,Accommodation Disorder
CID000003446,Gabapentin,C0238425,Sickle Cell Anaemia With Crisis
CID000003446,Gabapentin,C0152193,Astigmatism
CID000003446,Gabapentin,C0187830,Leg Amputation
CID000003446,Gabapentin,C0001261,Actinomycosis
CID000003446,Gabapentin,C0236151,Renal Function Test Abnormal
CID000003446,Gabapentin,C0852958,Jugular Vein Thrombosis
CID000003446,Gabapentin,C0019340,Herpes Virus Infection
CID000003446,Gabapentin,C0152517,Viral Diarrhoea
CID000003446,Gabapentin,C0877292,Metastases To Stomach
CID000003446,Gabapentin,C0877359,Liver Function Test Abnormal
CID000003446,Gabapentin,C0005887,Body Dysmorphic Disorder
CID000003446,Gabapentin,C0858668,Micturition Frequency Decreased
CID000003446,Gabapentin,C0419323,Endoscopy
CID000003446,Gabapentin,C0520803,Overdose
CID000003446,Gabapentin,C0520804,Accidental Overdose
CID000003446,Gabapentin,C1697540,Infusion Site Mobility Decreased
CID000003446,Gabapentin,C0600028,Loose Tooth
CID000003446,Gabapentin,C0687133,Drug Interaction
CID000003446,Gabapentin,C0008707,Osteomyelitis Chronic
CID000003446,Gabapentin,C1303192,Vertebroplasty
CID000003446,Gabapentin,C0026644,Edentulous
CID000003446,Gabapentin,C0160059,Joint Sprain
CID000003446,Gabapentin,C0236082,Vulvovaginal Pain
CID000003446,Gabapentin,C2937350,Ejaculation Disorder
CID000003446,Gabapentin,C0496892,Benign Renal Neoplasm
CID000003446,Gabapentin,C0185131,Bone Operation
CID000003446,Gabapentin,C0854504,Enterococcal Bacteraemia
CID000003446,Gabapentin,C0849835,Lip Haemorrhage
CID000003446,Gabapentin,C0700632,Endodontic Procedure
CID000003446,Gabapentin,C0856223,Mental Disorder
CID000003446,Gabapentin,C0185240,Bone Lesion
CID000003446,Gabapentin,C0022107,Irritability
CID000003446,Gabapentin,C0194361,Bladder Operation
CID000003446,Gabapentin,C1142288,Hypokinesia
CID000003446,Gabapentin,C0151907,Skin Discolouration
CID000003446,Gabapentin,C0232267,Pericardial Rub
CID000003446,Gabapentin,C0948549,Medical Device Removal
CID000003446,Gabapentin,C0333559,Lacunar Infarction
CID000003446,Gabapentin,C0854372,Mastication Disorder
CID000003446,Gabapentin,C0854373,Lip Discolouration
CID000003446,Gabapentin,C0162830,Photosensitivity Reaction
CID000003446,Gabapentin,C0151883,Rash Pustular
CID000003446,Gabapentin,C0026771,Multiple Injuries
CID000003446,Gabapentin,C0029464,Osteosclerosis
CID000003446,Gabapentin,C0241075,Skin Induration
CID000003446,Gabapentin,C0948605,No Therapeutic Response
CID000003446,Gabapentin,C0151799,Skin Necrosis
CID000003446,Gabapentin,C0006142,Breast Cancer
CID000003446,Gabapentin,C0006147,Breast Feeding
CID000003446,Gabapentin,C0026827,Hypotonia
CID000003446,Gabapentin,C0026826,Hypertonia
CID000003446,Gabapentin,C1536093,Dilatation Atrial
CID000003446,Gabapentin,C0030662,Gambling
CID000003446,Gabapentin,C0011079,Debridement
CID000003446,Gabapentin,C0740765,Activities Of Daily Living Impaired
CID000003446,Gabapentin,C0235146,Euphoric Mood
CID000003446,Gabapentin,C0151811,Subcutaneous Nodule
CID000003446,Gabapentin,C0151578,Blood Creatinine Increased
CID000003446,Gabapentin,C0919866,Eye Naevus
CID000003446,Gabapentin,C0549487,Wrong Drug Administered
CID000003446,Gabapentin,C0860554,Spinal Column Stenosis
CID000003446,Gabapentin,C0011551,Depersonalisation
CID000003446,Gabapentin,C0566951,Vaginal Ulceration
CID000003446,Gabapentin,C0085663,Plasmacytosis
CID000003446,Gabapentin,C0278147,Radicular Pain
CID000003446,Gabapentin,C0233523,Antisocial Behaviour
CID000003446,Gabapentin,C0020522,Type Iv Hypersensitivity Reaction
CID000003446,Gabapentin,C0840926,Spondylolysis
CID000003446,Gabapentin,C0037926,Spinal Cord Compression
CID000003446,Gabapentin,C0023218,Muscle Spasms
CID000003446,Gabapentin,C0011253,Delusion
CID000003446,Gabapentin,C1536013,Incorrect Dose Administered
CID000003446,Gabapentin,C0155910,Pulmonary Congestion
CID000003446,Gabapentin,C0007435,Central Venous Catheterisation
CID000003446,Gabapentin,C0038017,Spondylolisthesis
CID000003446,Gabapentin,C1141949,Troponin I Increased
CID000003446,Gabapentin,C0877211,General Physical Health Deterioration
CID000003446,Gabapentin,C1141893,Muscle Enzyme
CID000003446,Gabapentin,C0850572,Colon Adenoma
CID000003446,Gabapentin,C0520966,Coordination Abnormal
CID000003446,Gabapentin,C0553732,Prothrombin Level Decreased
CID000003446,Gabapentin,C0267075,Oesophagitis Ulcerative
CID000003446,Gabapentin,C2830004,Somnolence
CID000003446,Gabapentin,C0152110,Meralgia Paraesthetica
CID000003446,Gabapentin,C0272774,Foot Fracture
CID000003446,Gabapentin,C0152115,Dyskinesia
CID000003446,Gabapentin,C0039496,Temporomandibular Joint Syndrome
CID000003446,Gabapentin,C0178417,Anhedonia
CID000003446,Gabapentin,C0877661,Application Site Burn
CID000003446,Gabapentin,C0015402,Eye Haemorrhage
CID000003446,Gabapentin,C0158439,Osteitis Deformans
CID000003446,Gabapentin,C0520817,Physical Disability
CID000003446,Gabapentin,C1263855,Lumbar Radiculopathy
CID000003446,Gabapentin,C0267003,Abscess Oral
CID000003446,Gabapentin,C0237849,Skin Desquamation
CID000003446,Gabapentin,C0239134,Productive Cough
CID000003446,Gabapentin,C0920646,Renal Ischaemia
CID000003446,Gabapentin,C0232159,Pedal Pulse Abnormal
CID000003446,Gabapentin,C0232409,Hair Growth Abnormal
CID000003446,Gabapentin,C0038941,Postoperative Wound Infection
CID000003446,Gabapentin,C0520886,Electrocardiogram St Segment Elevation
CID000003446,Gabapentin,C0042075,Urinary Tract Disorder
CID000003446,Gabapentin,C0853329,Blood Immunoglobulin A
CID000003446,Gabapentin,C0521503,Injection Site Burning
CID000003446,Gabapentin,C0853692,Blood Triglycerides Increased
CID000003446,Gabapentin,C0043251,Injury
CID000003446,Gabapentin,C0022983,Spinal Laminectomy
CID000003446,Gabapentin,C0948074,Mitral Valve Sclerosis
CID000003446,Gabapentin,C0949070,Respiratory Tract Congestion
CID000003446,Gabapentin,C0158619,Congenital Mitral Valve Incompetence
CID000003446,Gabapentin,C1536011,Wrong Technique In Drug Usage Process
CID000003446,Gabapentin,C1744601,Heart Rate Abnormal
CID000003446,Gabapentin,C0338831,Mania
CID000003446,Gabapentin,C0577066,Gallbladder Enlargement
CID000003446,Gabapentin,C0011946,Dialysis
CID000003446,Gabapentin,C0151717,Skin Hypertrophy
CID000003446,Gabapentin,C0852247,Bladder Catheterisation
CID000003446,Gabapentin,C0476405,Pulmonary Function Test Abnormal
CID000003446,Gabapentin,C0241166,Skin Tightness
CID000003446,Gabapentin,C0948681,Blood Glucose Abnormal
CID000003446,Gabapentin,C0029877,Ear Infection
CID000003446,Gabapentin,C2242576,Oropharyngeal Blistering
CID000003446,Gabapentin,C2242575,Compulsive Shopping
CID000003446,Gabapentin,C0151474,Alcohol Intolerance
CID000003446,Gabapentin,C1963978,Gingival Disorder
CID000003446,Gabapentin,C0016397,Localised Infection
CID000003446,Gabapentin,C0333355,Mucosal Inflammation
CID000003446,Gabapentin,C0409497,Joint Injury
CID000003446,Gabapentin,C1869070,Disturbance In Attention
CID000003446,Gabapentin,C1096257,Dental Discomfort
CID000003446,Gabapentin,C0869219,Speech Disorder
CID000003446,Gabapentin,C0013804,Fulguration
CID000003446,Gabapentin,C2242498,Haemorrhagic Hepatic Cyst
CID000003446,Gabapentin,C0919873,Prescribed Overdose
CID000003446,Gabapentin,C0242350,Erectile Dysfunction
CID000003446,Gabapentin,C0854793,Hepatic Neoplasm Malignant Non-Resectable
CID000003446,Gabapentin,C0919573,Peroneal Nerve Palsy
CID000003446,Gabapentin,C1096403,Ejection Fraction Decreased
CID000003446,Gabapentin,C0868852,Vesical Fistula
CID000003446,Gabapentin,C0023223,Skin Ulcer
CID000003446,Gabapentin,C1619712,Procedural Pain
CID000003446,Gabapentin,C0030293,Pancreatic Insufficiency
CID000003446,Gabapentin,C0497365,Rash Generalised
CID000003446,Gabapentin,C0542571,Face Oedema
CID000003446,Gabapentin,C0038166,Staphylococcal Skin Infection
CID000003446,Gabapentin,C0233794,Memory Impairment
CID000003446,Gabapentin,C0278045,Urine Odour Abnormal
CID000003446,Gabapentin,C0158280,Cervical Spinal Stenosis
CID000003446,Gabapentin,C0158285,Musculoskeletal Disorder
CID000003446,Gabapentin,C0279530,Bone Neoplasm Malignant
CID000003446,Gabapentin,C0158288,Lumbar Spinal Stenosis
CID000003446,Gabapentin,C0023533,Vaginal Discharge
CID000003446,Gabapentin,C0020580,Hypoaesthesia
CID000003446,Gabapentin,C0744403,Gingival Infection
CID000003446,Gabapentin,C0235874,Condition Aggravated
CID000003446,Gabapentin,C0011331,Dental Care
CID000003446,Gabapentin,C0278619,Plasmacytoma
CID000003446,Gabapentin,C0034642,Crackles Lung
CID000003446,Gabapentin,C0021053,Immune System Disorder
CID000003446,Gabapentin,C0438242,Blood Urea Abnormal
CID000003446,Gabapentin,C0188602,Toe Amputation
CID000003446,Gabapentin,C0186666,Rotator Cuff Repair
CID000003446,Gabapentin,C0312420,Hypersexuality
CID000003446,Gabapentin,C0015397,Disorder Of Globe
CID000003446,Gabapentin,C0204324,Dental Operation
CID000003446,Gabapentin,C0853619,Local Swelling
CID000003446,Gabapentin,C0027765,Nervous System Disorder
CID000003446,Gabapentin,C0236018,Aura
CID000003446,Gabapentin,C0018794,Atrioventricular Block
CID000003446,Gabapentin,C0855973,Viraemia
CID000003446,Gabapentin,C0022363,Jaw Fracture
CID000003446,Gabapentin,C0038990,Hyperhidrosis
CID000003446,Gabapentin,C0160075,Ligament Sprain
CID000003446,Gabapentin,C0234930,Skin Odour Abnormal
CID000003446,Gabapentin,C0232461,Increased Appetite
CID000003446,Gabapentin,C0852740,Breast Lump Removal
CID000003446,Gabapentin,C0877122,Denture Wearer
CID000003446,Gabapentin,C0948594,Musculoskeletal Discomfort
CID000003446,Gabapentin,C0151888,Hyporeflexia
CID000003446,Gabapentin,C0948044,Myeloma Recurrence
CID000003446,Gabapentin,C1142300,Clostridium Colitis
CID000003446,Gabapentin,C0151889,Hyperreflexia
CID000003446,Gabapentin,C0948048,Malignant Neoplasm Progression
CID000003446,Gabapentin,C0855677,Blood Creatine Phosphokinase Mm Increased
CID000003446,Gabapentin,C0149771,Rectocele
CID000003446,Gabapentin,C0027741,Nerve Block
CID000003446,Gabapentin,C0241237,Dysstasia
CID000003446,Gabapentin,C0086525,Fatigue
CID000003446,Gabapentin,C0852952,Optic Nerve Cupping
CID000003446,Gabapentin,C0206159,Postmenopause
CID000003446,Gabapentin,C0263008,Skin Fibrosis
CID000003446,Gabapentin,C0151313,Peripheral Sensory Neuropathy
CID000003446,Gabapentin,C0031085,Tooth Abscess
CID000003446,Gabapentin,C0475858,Pruritus Generalised
CID000003446,Gabapentin,C3203358,Respiratory Failure
CID000003446,Gabapentin,C0476393,Brain Scan Abnormal
CID000003446,Gabapentin,C0852318,Ligament Disorder
CID000003446,Gabapentin,C0241013,Serum Ferritin Increased
CID000003446,Gabapentin,C2363982,Visual Disturbance
CID000003446,Gabapentin,C2363985,Pericardial Disease
CID000003446,Gabapentin,C0855789,Mean Cell Haemoglobin Increased
CID000003446,Gabapentin,C2242544,Congenital Tricuspid Valve Incompetence
CID000003446,Gabapentin,C0700590,Hyperhidrosis
CID000003446,Gabapentin,C0012624,Intervertebral Discitis
CID000003446,Gabapentin,C0344315,Depressed Mood
CID000003446,Gabapentin,C0034882,Anorectal Disorder
CID000003446,Gabapentin,C0854303,Limb Discomfort
CID000003446,Gabapentin,C0020431,Hyperbaric Oxygen Therapy
CID000003446,Gabapentin,C0040441,Tooth Fracture
CID000003446,Gabapentin,C0040440,Tooth Extraction
CID000003446,Gabapentin,C3665386,Visual Impairment
